indicator_id,indicator_name,region,fiscal_year,is_synthetic,coverage_pct,count_value,eligible_pop,source
1,Proportion of surviving infants who received 1st dose of Penta,Gambela,EFY2012,True,0.861867,13196,15311.37,synthetic_history
1,Proportion of surviving infants who received 1st dose of Penta,Gambela,EFY2013,True,0.834723,13100,15694.16,synthetic_history
1,Proportion of surviving infants who received 1st dose of Penta,Gambela,EFY2014,True,0.965173,15526,16086.51,synthetic_history
1,Proportion of surviving infants who received 1st dose of Penta,Gambela,EFY2015,True,1.010468,16661,16488.67,synthetic_history
1,Proportion of surviving infants who received 1st dose of Penta,Gambela,EFY2016,False,1.072412,7891,16900.89,baseline_actual
1,Proportion of surviving infants who received 1st dose of Penta,Gambela,EFY2017,False,1,16900.89,16900.89,target_actual
1,Proportion of surviving infants who received 1st dose of Penta,Harrari,EFY2011,True,1.031248,8328,8075.89,synthetic_history
1,Proportion of surviving infants who received 1st dose of Penta,Harrari,EFY2012,True,1.05,8692,8277.79,synthetic_history
1,Proportion of surviving infants who received 1st dose of Penta,Harrari,EFY2013,True,1.006965,8544,8484.73,synthetic_history
1,Proportion of surviving infants who received 1st dose of Penta,Harrari,EFY2014,True,1.05,9132,8696.85,synthetic_history
1,Proportion of surviving infants who received 1st dose of Penta,Harrari,EFY2015,True,1.05,9360,8914.27,synthetic_history
1,Proportion of surviving infants who received 1st dose of Penta,Harrari,EFY2016,False,1.311144,5363,9137.13,baseline_actual
1,Proportion of surviving infants who received 1st dose of Penta,Harrari,EFY2017,False,1,9137.130000000001,9137.130000000001,target_actual
1,Proportion of surviving infants who received 1st dose of Penta,Dir Dawa,EFY2011,True,0.750078,12408,16542.81,synthetic_history
1,Proportion of surviving infants who received 1st dose of Penta,Dir Dawa,EFY2012,True,0.767604,13016,16956.38,synthetic_history
1,Proportion of surviving infants who received 1st dose of Penta,Dir Dawa,EFY2013,True,0.695741,12092,17380.29,synthetic_history
1,Proportion of surviving infants who received 1st dose of Penta,Dir Dawa,EFY2014,True,0.848296,15112,17814.79,synthetic_history
1,Proportion of surviving infants who received 1st dose of Penta,Dir Dawa,EFY2015,True,0.914546,16700,18260.16,synthetic_history
1,Proportion of surviving infants who received 1st dose of Penta,Dir Dawa,EFY2016,False,0.97727,8144,18716.67,baseline_actual
1,Proportion of surviving infants who received 1st dose of Penta,Dir Dawa,EFY2017,False,1,18716.6686,18716.6686,target_actual
1,Proportion of surviving infants who received 1st dose of Penta,Addis Ababa,EFY2011,True,1.05,88761,84534.73,synthetic_history
1,Proportion of surviving infants who received 1st dose of Penta,Addis Ababa,EFY2012,True,1.05,90981,86648.1,synthetic_history
1,Proportion of surviving infants who received 1st dose of Penta,Addis Ababa,EFY2013,True,1.05,93255,88814.3,synthetic_history
1,Proportion of surviving infants who received 1st dose of Penta,Addis Ababa,EFY2014,True,1.05,95586,91034.66,synthetic_history
1,Proportion of surviving infants who received 1st dose of Penta,Addis Ababa,EFY2015,True,1.05,97976,93310.52,synthetic_history
1,Proportion of surviving infants who received 1st dose of Penta,Addis Ababa,EFY2016,False,1.706899,75191,95643.28,baseline_actual
1,Proportion of surviving infants who received 1st dose of Penta,Addis Ababa,EFY2017,False,1,95643.2846,95643.2846,target_actual
2,Proportion of surviving infants who received OPV3,Tigray,EFY2016,False,,,,baseline_missing_in_source
2,Proportion of surviving infants who received OPV3,Tigray,EFY2017,False,0.94,,,target_actual
2,Proportion of surviving infants who received OPV3,Afar,EFY2011,True,0.518978,26641,51333.89,synthetic_history
2,Proportion of surviving infants who received OPV3,Afar,EFY2012,True,0.572648,30131,52617.23,synthetic_history
2,Proportion of surviving infants who received OPV3,Afar,EFY2013,True,0.575732,31051,53932.67,synthetic_history
2,Proportion of surviving infants who received OPV3,Afar,EFY2014,True,0.720451,39827,55280.98,synthetic_history
2,Proportion of surviving infants who received OPV3,Afar,EFY2015,True,0.752584,42644,56663.01,synthetic_history
2,Proportion of surviving infants who received OPV3,Afar,EFY2016,False,0.823787,22975,58079.58,baseline_actual
2,Proportion of surviving infants who received OPV3,Afar,EFY2017,False,0.86,49948.4401416,58079.58156,target_actual
2,Proportion of surviving infants who received OPV3,Amhara,EFY2011,True,0.710733,467098,657205.5,synthetic_history
2,Proportion of surviving infants who received OPV3,Amhara,EFY2012,True,0.75536,508837,673635.64,synthetic_history
2,Proportion of surviving infants who received OPV3,Amhara,EFY2013,True,0.702346,484954,690476.53,synthetic_history
2,Proportion of surviving infants who received OPV3,Amhara,EFY2014,True,0.893082,632068,707738.44,synthetic_history
2,Proportion of surviving infants who received OPV3,Amhara,EFY2015,True,0.913686,662817,725431.9,synthetic_history
2,Proportion of surviving infants who received OPV3,Amhara,EFY2016,False,0.958416,346554,743567.7,baseline_actual
2,Proportion of surviving infants who received OPV3,Amhara,EFY2017,False,0.98,728696.348307312,743567.7023544001,target_actual
2,Proportion of surviving infants who received OPV3,Oromia,EFY2011,True,0.70297,853204,1213712.98,synthetic_history
2,Proportion of surviving infants who received OPV3,Oromia,EFY2012,True,0.743341,924758,1244055.8,synthetic_history
2,Proportion of surviving infants who received OPV3,Oromia,EFY2013,True,0.73237,933887,1275157.2,synthetic_history
2,Proportion of surviving infants who received OPV3,Oromia,EFY2014,True,0.862117,1126818,1307036.13,synthetic_history
2,Proportion of surviving infants who received OPV3,Oromia,EFY2015,True,0.92046,1233151,1339712.03,synthetic_history
2,Proportion of surviving infants who received OPV3,Oromia,EFY2016,False,0.961216,632057,1373204.83,baseline_actual
2,Proportion of surviving infants who received OPV3,Oromia,EFY2017,False,0.99,1359472.784009076,1373204.8323324,target_actual
2,Proportion of surviving infants who received OPV3,Somali,EFY2011,True,0.651647,117640,180527.55,synthetic_history
2,Proportion of surviving infants who received OPV3,Somali,EFY2012,True,0.681028,126018,185040.74,synthetic_history
2,Proportion of surviving infants who received OPV3,Somali,EFY2013,True,0.631375,119751,189666.76,synthetic_history
2,Proportion of surviving infants who received OPV3,Somali,EFY2014,True,0.792148,154000,194408.43,synthetic_history
2,Proportion of surviving infants who received OPV3,Somali,EFY2015,True,0.796774,158772,199268.64,synthetic_history
2,Proportion of surviving infants who received OPV3,Somali,EFY2016,False,0.863926,84421,204250.35,baseline_actual
2,Proportion of surviving infants who received OPV3,Somali,EFY2017,False,0.95,194037.83520522,204250.3528476,target_actual
2,Proportion of surviving infants who received OPV3,B/Gumuz,EFY2011,True,0.417406,14740,35313.29,synthetic_history
2,Proportion of surviving infants who received OPV3,B/Gumuz,EFY2012,True,0.403728,14613,36196.12,synthetic_history
2,Proportion of surviving infants who received OPV3,B/Gumuz,EFY2013,True,0.417336,15484,37101.02,synthetic_history
2,Proportion of surviving infants who received OPV3,B/Gumuz,EFY2014,True,0.553317,21042,38028.55,synthetic_history
2,Proportion of surviving infants who received OPV3,B/Gumuz,EFY2015,True,0.570796,22249,38979.26,synthetic_history
2,Proportion of surviving infants who received OPV3,B/Gumuz,EFY2016,False,0.62706,11893,39953.74,baseline_actual
2,Proportion of surviving infants who received OPV3,B/Gumuz,EFY2017,False,0.89,35558.830827047,39953.7425023,target_actual
2,Proportion of surviving infants who received OPV3,Souther E,EFY2011,True,0.748917,167207,223264.8,synthetic_history
2,Proportion of surviving infants who received OPV3,Souther E,EFY2012,True,0.793194,181520,228846.42,synthetic_history
2,Proportion of surviving infants who received OPV3,Souther E,EFY2013,True,0.767064,179928,234567.58,synthetic_history
2,Proportion of surviving infants who received OPV3,Souther E,EFY2014,True,0.922245,221737,240431.77,synthetic_history
2,Proportion of surviving infants who received OPV3,Souther E,EFY2015,True,0.941475,232020,246442.56,synthetic_history
2,Proportion of surviving infants who received OPV3,Souther E,EFY2016,False,1.018874,226716,252603.63,baseline_actual
2,Proportion of surviving infants who received OPV3,Souther E,EFY2017,False,1,252603.62559721177,252603.62559721177,target_actual
2,Proportion of surviving infants who received OPV3,Central E,EFY2011,True,0.766854,142683,186063.47,synthetic_history
2,Proportion of surviving infants who received OPV3,Central E,EFY2012,True,0.785605,149827,190715.06,synthetic_history
2,Proportion of surviving infants who received OPV3,Central E,EFY2013,True,0.808782,158103,195482.93,synthetic_history
2,Proportion of surviving infants who received OPV3,Central E,EFY2014,True,0.932519,186849,200370.01,synthetic_history
2,Proportion of surviving infants who received OPV3,Central E,EFY2015,True,1.035053,212578,205379.26,synthetic_history
2,Proportion of surviving infants who received OPV3,Central E,EFY2016,False,1.068105,79182,210513.74,baseline_actual
2,Proportion of surviving infants who received OPV3,Central E,EFY2017,False,1,210513.73683217165,210513.73683217165,target_actual
2,Proportion of surviving infants who received OPV3,Sidama,EFY2011,True,0.736425,101189,137405.27,synthetic_history
2,Proportion of surviving infants who received OPV3,Sidama,EFY2012,True,0.813041,114509,140840.4,synthetic_history
2,Proportion of surviving infants who received OPV3,Sidama,EFY2013,True,0.761676,109957,144361.41,synthetic_history
2,Proportion of surviving infants who received OPV3,Sidama,EFY2014,True,0.946391,140038,147970.45,synthetic_history
2,Proportion of surviving infants who received OPV3,Sidama,EFY2015,True,0.987937,149840,151669.71,synthetic_history
2,Proportion of surviving infants who received OPV3,Sidama,EFY2016,False,1.068105,79182,155461.45,baseline_actual
2,Proportion of surviving infants who received OPV3,Sidama,EFY2017,False,1,155461.45202193854,155461.45202193854,target_actual
2,Proportion of surviving infants who received OPV3,Sout West,EFY2011,True,0.637202,63455,99584.0,synthetic_history
2,Proportion of surviving infants who received OPV3,Sout West,EFY2012,True,0.667535,68138,102073.6,synthetic_history
2,Proportion of surviving infants who received OPV3,Sout West,EFY2013,True,0.611973,64028,104625.44,synthetic_history
2,Proportion of surviving infants who received OPV3,Sout West,EFY2014,True,0.732859,78593,107241.08,synthetic_history
2,Proportion of surviving infants who received OPV3,Sout West,EFY2015,True,0.746173,82021,109922.11,synthetic_history
2,Proportion of surviving infants who received OPV3,Sout West,EFY2016,False,0.820507,44084,112670.16,baseline_actual
2,Proportion of surviving infants who received OPV3,Sout West,EFY2017,False,0.94,105909.94853154122,112670.1580122779,target_actual
2,Proportion of surviving infants who received OPV3,Gambela,EFY2011,True,0.74949,10345,13802.64,synthetic_history
2,Proportion of surviving infants who received OPV3,Gambela,EFY2012,True,0.744412,10532,14147.71,synthetic_history
2,Proportion of surviving infants who received OPV3,Gambela,EFY2013,True,0.719908,10440,14501.4,synthetic_history
2,Proportion of surviving infants who received OPV3,Gambela,EFY2014,True,0.833172,12384,14863.94,synthetic_history
2,Proportion of surviving infants who received OPV3,Gambela,EFY2015,True,0.903942,13772,15235.53,synthetic_history
2,Proportion of surviving infants who received OPV3,Gambela,EFY2016,False,0.950235,6992,15616.42,baseline_actual
2,Proportion of surviving infants who received OPV3,Gambela,EFY2017,False,1,15616.42236,15616.42236,target_actual
2,Proportion of surviving infants who received OPV3,Harrari,EFY2011,True,0.833887,6303,7559.03,synthetic_history
2,Proportion of surviving infants who received OPV3,Harrari,EFY2012,True,0.895938,6942,7748.01,synthetic_history
2,Proportion of surviving infants who received OPV3,Harrari,EFY2013,True,0.895671,7113,7941.71,synthetic_history
2,Proportion of surviving infants who received OPV3,Harrari,EFY2014,True,1.037309,8444,8140.25,synthetic_history
2,Proportion of surviving infants who received OPV3,Harrari,EFY2015,True,1.05,8761,8343.76,synthetic_history
2,Proportion of surviving infants who received OPV3,Harrari,EFY2016,False,1.195016,4888,8552.35,baseline_actual
2,Proportion of surviving infants who received OPV3,Harrari,EFY2017,False,1,8552.35368,8552.35368,target_actual
2,Proportion of surviving infants who received OPV3,Dir Dawa,EFY2011,True,0.555249,8634,15550.24,synthetic_history
2,Proportion of surviving infants who received OPV3,Dir Dawa,EFY2012,True,0.622097,9916,15939.0,synthetic_history
2,Proportion of surviving infants who received OPV3,Dir Dawa,EFY2013,True,0.585251,9562,16337.47,synthetic_history
2,Proportion of surviving infants who received OPV3,Dir Dawa,EFY2014,True,0.716905,12005,16745.91,synthetic_history
2,Proportion of surviving infants who received OPV3,Dir Dawa,EFY2015,True,0.753315,12930,17164.55,synthetic_history
2,Proportion of surviving infants who received OPV3,Dir Dawa,EFY2016,False,0.811192,6760,17593.67,baseline_actual
2,Proportion of surviving infants who received OPV3,Dir Dawa,EFY2017,False,1,17593.668484,17593.668484,target_actual
2,Proportion of surviving infants who received OPV3,Addis Ababa,EFY2011,True,1.05,85211,81153.34,synthetic_history
2,Proportion of surviving infants who received OPV3,Addis Ababa,EFY2012,True,1.05,87341,83182.17,synthetic_history
2,Proportion of surviving infants who received OPV3,Addis Ababa,EFY2013,True,1.05,89525,85261.73,synthetic_history
2,Proportion of surviving infants who received OPV3,Addis Ababa,EFY2014,True,1.05,91763,87393.27,synthetic_history
2,Proportion of surviving infants who received OPV3,Addis Ababa,EFY2015,True,1.05,94057,89578.1,synthetic_history
2,Proportion of surviving infants who received OPV3,Addis Ababa,EFY2016,False,1.598571,70419,91817.55,baseline_actual
2,Proportion of surviving infants who received OPV3,Addis Ababa,EFY2017,False,1,91817.553216,91817.553216,target_actual
3,Proportion of surviving infants who received IPV,Tigray,EFY2016,False,,,,baseline_missing_in_source
3,Proportion of surviving infants who received IPV,Tigray,EFY2017,False,0.88,,,target_actual
3,Proportion of surviving infants who received IPV,Afar,EFY2011,True,0.59399,30492,51333.89,synthetic_history
3,Proportion of surviving infants who received IPV,Afar,EFY2012,True,0.59925,31531,52617.23,synthetic_history
3,Proportion of surviving infants who received IPV,Afar,EFY2013,True,0.627009,33816,53932.67,synthetic_history
3,Proportion of surviving infants who received IPV,Afar,EFY2014,True,0.712878,39409,55280.98,synthetic_history
3,Proportion of surviving infants who received IPV,Afar,EFY2015,True,0.735315,41665,56663.01,synthetic_history
3,Proportion of surviving infants who received IPV,Afar,EFY2016,False,0.785995,21921,58079.58,baseline_actual
3,Proportion of surviving infants who received IPV,Afar,EFY2017,False,0.9,52271.623404,58079.58156,target_actual
3,Proportion of surviving infants who received IPV,Amhara,EFY2011,True,0.704964,463306,657205.5,synthetic_history
3,Proportion of surviving infants who received IPV,Amhara,EFY2012,True,0.728305,490612,673635.64,synthetic_history
3,Proportion of surviving infants who received IPV,Amhara,EFY2013,True,0.718743,496275,690476.53,synthetic_history
3,Proportion of surviving infants who received IPV,Amhara,EFY2014,True,0.839436,594101,707738.44,synthetic_history
3,Proportion of surviving infants who received IPV,Amhara,EFY2015,True,0.931087,675440,725431.9,synthetic_history
3,Proportion of surviving infants who received IPV,Amhara,EFY2016,False,0.96533,349054,743567.7,baseline_actual
3,Proportion of surviving infants who received IPV,Amhara,EFY2017,False,1,743567.7023544001,743567.7023544001,target_actual
3,Proportion of surviving infants who received IPV,Oromia,EFY2011,True,0.632423,767580,1213712.98,synthetic_history
3,Proportion of surviving infants who received IPV,Oromia,EFY2012,True,0.730699,909030,1244055.8,synthetic_history
3,Proportion of surviving infants who received IPV,Oromia,EFY2013,True,0.721632,920195,1275157.2,synthetic_history
3,Proportion of surviving infants who received IPV,Oromia,EFY2014,True,0.895134,1169972,1307036.13,synthetic_history
3,Proportion of surviving infants who received IPV,Oromia,EFY2015,True,0.929807,1245674,1339712.03,synthetic_history
3,Proportion of surviving infants who received IPV,Oromia,EFY2016,False,1.036952,681858,1373204.83,baseline_actual
3,Proportion of surviving infants who received IPV,Oromia,EFY2017,False,1,1373204.8323324,1373204.8323324,target_actual
3,Proportion of surviving infants who received IPV,Somali,EFY2011,True,0.673962,121669,180527.55,synthetic_history
3,Proportion of surviving infants who received IPV,Somali,EFY2012,True,0.692282,128100,185040.74,synthetic_history
3,Proportion of surviving infants who received IPV,Somali,EFY2013,True,0.619761,117548,189666.76,synthetic_history
3,Proportion of surviving infants who received IPV,Somali,EFY2014,True,0.82379,160152,194408.43,synthetic_history
3,Proportion of surviving infants who received IPV,Somali,EFY2015,True,0.828894,165173,199268.64,synthetic_history
3,Proportion of surviving infants who received IPV,Somali,EFY2016,False,0.856138,83660,204250.35,baseline_actual
3,Proportion of surviving infants who received IPV,Somali,EFY2017,False,0.97,198122.842262172,204250.3528476,target_actual
3,Proportion of surviving infants who received IPV,B/Gumuz,EFY2011,True,0.412212,14557,35313.29,synthetic_history
3,Proportion of surviving infants who received IPV,B/Gumuz,EFY2012,True,0.483543,17502,36196.12,synthetic_history
3,Proportion of surviving infants who received IPV,B/Gumuz,EFY2013,True,0.486712,18058,37101.02,synthetic_history
3,Proportion of surviving infants who received IPV,B/Gumuz,EFY2014,True,0.540416,20551,38028.55,synthetic_history
3,Proportion of surviving infants who received IPV,B/Gumuz,EFY2015,True,0.598357,23323,38979.26,synthetic_history
3,Proportion of surviving infants who received IPV,B/Gumuz,EFY2016,False,0.631436,11976,39953.74,baseline_actual
3,Proportion of surviving infants who received IPV,B/Gumuz,EFY2017,False,0.9,35958.36825207,39953.7425023,target_actual
3,Proportion of surviving infants who received IPV,Souther E,EFY2011,True,0.767888,171442,223264.8,synthetic_history
3,Proportion of surviving infants who received IPV,Souther E,EFY2012,True,0.793917,181685,228846.42,synthetic_history
3,Proportion of surviving infants who received IPV,Souther E,EFY2013,True,0.748817,175648,234567.58,synthetic_history
3,Proportion of surviving infants who received IPV,Souther E,EFY2014,True,0.929836,223562,240431.77,synthetic_history
3,Proportion of surviving infants who received IPV,Souther E,EFY2015,True,1.001422,246793,246442.56,synthetic_history
3,Proportion of surviving infants who received IPV,Souther E,EFY2016,False,1.051689,234018,252603.63,baseline_actual
3,Proportion of surviving infants who received IPV,Souther E,EFY2017,False,1,252603.62559721177,252603.62559721177,target_actual
3,Proportion of surviving infants who received IPV,Central E,EFY2011,True,0.849409,158044,186063.47,synthetic_history
3,Proportion of surviving infants who received IPV,Central E,EFY2012,True,0.882044,168219,190715.06,synthetic_history
3,Proportion of surviving infants who received IPV,Central E,EFY2013,True,0.766541,149846,195482.93,synthetic_history
3,Proportion of surviving infants who received IPV,Central E,EFY2014,True,0.984513,197267,200370.01,synthetic_history
3,Proportion of surviving infants who received IPV,Central E,EFY2015,True,1.021433,209781,205379.26,synthetic_history
3,Proportion of surviving infants who received IPV,Central E,EFY2016,False,1.070843,79385,210513.74,baseline_actual
3,Proportion of surviving infants who received IPV,Central E,EFY2017,False,1,210513.73683217165,210513.73683217165,target_actual
3,Proportion of surviving infants who received IPV,Sidama,EFY2011,True,0.755274,103779,137405.27,synthetic_history
3,Proportion of surviving infants who received IPV,Sidama,EFY2012,True,0.845217,119041,140840.4,synthetic_history
3,Proportion of surviving infants who received IPV,Sidama,EFY2013,True,0.795767,114878,144361.41,synthetic_history
3,Proportion of surviving infants who received IPV,Sidama,EFY2014,True,0.951478,140791,147970.45,synthetic_history
3,Proportion of surviving infants who received IPV,Sidama,EFY2015,True,1.021317,154903,151669.71,synthetic_history
3,Proportion of surviving infants who received IPV,Sidama,EFY2016,False,1.070843,79385,155461.45,baseline_actual
3,Proportion of surviving infants who received IPV,Sidama,EFY2017,False,1,155461.45202193854,155461.45202193854,target_actual
3,Proportion of surviving infants who received IPV,Sout West,EFY2011,True,0.672886,67009,99584.0,synthetic_history
3,Proportion of surviving infants who received IPV,Sout West,EFY2012,True,0.722398,73738,102073.6,synthetic_history
3,Proportion of surviving infants who received IPV,Sout West,EFY2013,True,0.7283,76199,104625.44,synthetic_history
3,Proportion of surviving infants who received IPV,Sout West,EFY2014,True,0.794188,85170,107241.08,synthetic_history
3,Proportion of surviving infants who received IPV,Sout West,EFY2015,True,0.821521,90303,109922.11,synthetic_history
3,Proportion of surviving infants who received IPV,Sout West,EFY2016,False,0.864618,46454,112670.16,baseline_actual
3,Proportion of surviving infants who received IPV,Sout West,EFY2017,False,0.99,111543.45643215512,112670.1580122779,target_actual
3,Proportion of surviving infants who received IPV,Gambela,EFY2011,True,0.689317,9514,13802.64,synthetic_history
3,Proportion of surviving infants who received IPV,Gambela,EFY2012,True,0.692089,9791,14147.71,synthetic_history
3,Proportion of surviving infants who received IPV,Gambela,EFY2013,True,0.687036,9963,14501.4,synthetic_history
3,Proportion of surviving infants who received IPV,Gambela,EFY2014,True,0.831061,12353,14863.94,synthetic_history
3,Proportion of surviving infants who received IPV,Gambela,EFY2015,True,0.860531,13111,15235.53,synthetic_history
3,Proportion of surviving infants who received IPV,Gambela,EFY2016,False,0.936917,6894,15616.42,baseline_actual
